"l [mm]","li [mm]","Phi [deg]","Theta [deg]","Voltage [V]","w [mm]","wi [mm]","Freq [GHz]","dB(GainTotal) []"
28.5,10.5,270,30,0,30.5,1.5,2.5,1.50684747790359
28.5,10.5,270,30,0,30.5,1.5,2.52,1.38092746763563
28.5,10.5,270,30,0,30.5,1.5,2.54,1.21107494811348
28.5,10.5,270,30,0,30.5,1.5,2.56,0.999505549597394
28.5,10.5,270,30,0,30.5,1.5,2.58,0.749251007433767
28.5,10.5,270,30,0,30.5,1.5,2.62,0.147521542945011
28.5,10.5,270,30,0,30.5,1.5,2.64,-0.195874039947676
28.5,10.5,270,30,0,30.5,1.5,2.66,-0.562202817299657
28.5,10.5,270,30,0,30.5,1.5,2.68,-0.947608344055301
28.5,10.5,270,30,0,30.5,1.5,2.72,-1.76174385291165
28.5,10.5,270,30,0,30.5,1.5,2.74,-2.18441706843333
28.5,10.5,270,30,0,30.5,1.5,2.76,-2.61407528486257
28.5,10.5,270,30,0,30.5,1.5,2.78,-3.04860106597359
28.5,10.5,270,30,0,30.5,1.5,2.82,-3.92538107669743
28.5,10.5,270,30,0,30.5,1.5,2.84,-4.36489824350483
28.5,10.5,270,30,0,30.5,1.5,2.86,-4.80374207091033
28.5,10.5,270,30,0,30.5,1.5,2.88,-5.2410971819618
28.5,10.5,270,30,0,30.5,1.5,2.92,-6.10890107720518
28.5,10.5,270,30,0,30.5,1.5,2.94,-6.53847079275125
28.5,10.5,270,30,0,30.5,1.5,2.96,-6.96475430894488
28.5,10.5,270,30,0,30.5,1.5,2.98,-7.3875696959385
27,10.5,360,30,0,28,1.5,2.5,1.81356025051221
27,10.5,360,30,1,28,1.5,2.5,1.81356025051221
27,10.5,360,30,2,28,1.5,2.5,1.81356025051221
27,10.5,360,30,3,28,1.5,2.5,1.81356025051221
27,10.5,360,30,4,28,1.5,2.5,1.81356025051221
27,10.5,360,30,5,28,1.5,2.5,1.81356025051221
27,10.5,360,30,0,28.5,1.5,2.5,1.79657481971784
28.5,10.5,360,30,0,30.5,1.5,2.02,-3.88506301178701
28.5,10.5,360,30,0,30.5,1.5,2.04,-3.5782877576347
28.5,10.5,360,30,0,30.5,1.5,2.06,-3.26556985673056
28.5,10.5,360,30,0,30.5,1.5,2.08,-2.94760911132373
28.5,10.5,360,30,0,30.5,1.5,2.12,-2.29927314844929
28.5,10.5,360,30,0,30.5,1.5,2.14,-1.97086402742252
28.5,10.5,360,30,0,30.5,1.5,2.16,-1.64118454158961
28.5,10.5,360,30,0,30.5,1.5,2.18,-1.31162214030381
28.5,10.5,360,30,0,30.5,1.5,2.22,-0.659466873755919
28.5,10.5,360,30,0,30.5,1.5,2.24,-0.3408057800219
28.5,10.5,360,30,0,30.5,1.5,2.26,-0.0301841747045458
28.5,10.5,360,30,0,30.5,1.5,2.28,0.269683028467385
28.5,10.5,360,30,0,30.5,1.5,2.32,0.82463210054278
28.5,10.5,360,30,0,30.5,1.5,2.34,1.0726553288919
28.5,10.5,360,30,0,30.5,1.5,2.36,1.29589616505471
28.5,10.5,360,30,0,30.5,1.5,2.38,1.49029493649795
28.5,10.5,360,30,0,30.5,1.5,2.42,1.77657597206127
28.5,10.5,360,30,0,30.5,1.5,2.44,1.86120445685122
28.5,10.5,360,30,0,30.5,1.5,2.46,1.90293212627603
28.5,10.5,360,30,0,30.5,1.5,2.48,1.89983155005179
28.5,10.5,360,30,0,30.5,1.5,2.5,1.85094180797996
28.5,10.5,360,30,0,30.5,1.5,2.52,1.75638517863121
28.5,10.5,360,30,0,30.5,1.5,2.54,1.61739205104323
28.5,10.5,360,30,0,30.5,1.5,2.56,1.4362001498059
28.5,10.5,360,30,0,30.5,1.5,2.58,1.21586863474747
28.5,10.5,360,30,0,30.5,1.5,2.62,0.672760149282897
28.5,10.5,360,30,0,30.5,1.5,2.64,0.35814665566791
28.5,10.5,360,30,0,30.5,1.5,2.66,0.0203151954473308
28.5,10.5,360,30,0,30.5,1.5,2.68,-0.33681811679184
28.5,10.5,360,30,0,30.5,1.5,2.72,-1.09480234505041
28.5,10.5,360,30,0,30.5,1.5,2.74,-1.48943146352222
28.5,10.5,360,30,0,30.5,1.5,2.76,-1.89093840847205
28.5,10.5,360,30,0,30.5,1.5,2.78,-2.29709431830069
28.5,10.5,360,30,0,30.5,1.5,2.82,-3.11596358303523
28.5,10.5,360,30,0,30.5,1.5,2.84,-3.52564382714389
28.5,10.5,360,30,0,30.5,1.5,2.86,-3.93383807248619
28.5,10.5,360,30,0,30.5,1.5,2.88,-4.33953992885013
28.5,10.5,360,30,0,30.5,1.5,2.92,-5.14017500925113
28.5,10.5,360,30,0,30.5,1.5,2.94,-5.53376491484058
28.5,10.5,360,30,0,30.5,1.5,2.96,-5.92214877180735
28.5,10.5,360,30,0,30.5,1.5,2.98,-6.30491717630479
27,10.5,0,60,0,28,1.5,2.5,-0.922119487434177
27,10.5,0,60,1,28,1.5,2.5,-0.922119487434176
27,10.5,0,60,2,28,1.5,2.5,-0.922119487434178
27,10.5,0,60,3,28,1.5,2.5,-0.922119487434174
27,10.5,0,60,4,28,1.5,2.5,-0.922119487434173
27,10.5,0,60,5,28,1.5,2.5,-0.922119487434176
27,10.5,0,60,0,28.5,1.5,2.5,-0.95188891878284
28.5,10.5,0,60,0,30.5,1.5,2.02,-7.54128575144193
28.5,10.5,0,60,0,30.5,1.5,2.04,-7.17511660550031
28.5,10.5,0,60,0,30.5,1.5,2.06,-6.80330368578575
28.5,10.5,0,60,0,30.5,1.5,2.08,-6.42674266363269
28.5,10.5,0,60,0,30.5,1.5,2.12,-5.6634177354437
28.5,10.5,0,60,0,30.5,1.5,2.14,-5.27894929993584
28.5,10.5,0,60,0,30.5,1.5,2.16,-4.89436119014196
28.5,10.5,0,60,0,30.5,1.5,2.18,-4.51116576441806
28.5,10.5,0,60,0,30.5,1.5,2.22,-3.75598782823261
28.5,10.5,0,60,0,30.5,1.5,2.24,-3.38810422690114
28.5,10.5,0,60,0,30.5,1.5,2.26,-3.02987143088996
28.5,10.5,0,60,0,30.5,1.5,2.28,-2.68405024116621
28.5,10.5,0,60,0,30.5,1.5,2.32,-2.04228392495332
28.5,10.5,0,60,0,30.5,1.5,2.34,-1.7534284943487
28.5,10.5,0,60,0,30.5,1.5,2.36,-1.49107752594818
28.5,10.5,0,60,0,30.5,1.5,2.38,-1.25928374017789
28.5,10.5,0,60,0,30.5,1.5,2.42,-0.903298382388197
28.5,10.5,0,60,0,30.5,1.5,2.44,-0.786318336207806
28.5,10.5,0,60,0,30.5,1.5,2.46,-0.713871566468244
28.5,10.5,0,60,0,30.5,1.5,2.48,-0.687856513932043
28.5,10.5,0,60,0,30.5,1.5,2.5,-0.709203178824386
28.5,10.5,0,60,0,30.5,1.5,2.52,-0.777757330419172
28.5,10.5,0,60,0,30.5,1.5,2.54,-0.892256132682541
28.5,10.5,0,60,0,30.5,1.5,2.56,-1.05042917137889
28.5,10.5,0,60,0,30.5,1.5,2.58,-1.24918479270442
28.5,10.5,0,60,0,30.5,1.5,2.62,-1.75334093820084
28.5,10.5,0,60,0,30.5,1.5,2.64,-2.0505143395629
28.5,10.5,0,60,0,30.5,1.5,2.66,-2.37222055918152
28.5,10.5,0,60,0,30.5,1.5,2.68,-2.71451141248122
28.5,10.5,0,60,0,30.5,1.5,2.72,-3.44652712853495
28.5,10.5,0,60,0,30.5,1.5,2.74,-3.82996034686139
28.5,10.5,0,60,0,30.5,1.5,2.76,-4.2214134836141
28.5,10.5,0,60,0,30.5,1.5,2.78,-4.61861596952613
28.5,10.5,0,60,0,30.5,1.5,2.82,-5.42268995836148
28.5,10.5,0,60,0,30.5,1.5,2.84,-5.82641918391338
28.5,10.5,0,60,0,30.5,1.5,2.86,-6.2295421303825
28.5,10.5,0,60,0,30.5,1.5,2.88,-6.63097830720504
28.5,10.5,0,60,0,30.5,1.5,2.92,-7.42515467023408
28.5,10.5,0,60,0,30.5,1.5,2.94,-7.81635563500694
28.5,10.5,0,60,0,30.5,1.5,2.96,-8.20276914646653
28.5,10.5,0,60,0,30.5,1.5,2.98,-8.58388252611835
27,10.5,90,60,0,28,1.5,2.5,-2.1389589571381
27,10.5,90,60,1,28,1.5,2.5,-2.1389589571381
27,10.5,90,60,2,28,1.5,2.5,-2.1389589571381
27,10.5,90,60,3,28,1.5,2.5,-2.1389589571381
27,10.5,90,60,4,28,1.5,2.5,-2.1389589571381
27,10.5,90,60,5,28,1.5,2.5,-2.1389589571381
27,10.5,90,60,0,28.5,1.5,2.5,-2.07102494348791
28.5,10.5,90,60,0,30.5,1.5,2.02,-6.76265110532836
28.5,10.5,90,60,0,30.5,1.5,2.04,-6.52834924838429
28.5,10.5,90,60,0,30.5,1.5,2.06,-6.28594750716423
28.5,10.5,90,60,0,30.5,1.5,2.08,-6.03591227072882
28.5,10.5,90,60,0,30.5,1.5,2.12,-5.51541697867489
28.5,10.5,90,60,0,30.5,1.5,2.14,-5.24655956631469
28.5,10.5,90,60,0,30.5,1.5,2.16,-4.97331802237145
28.5,10.5,90,60,0,30.5,1.5,2.18,-4.69696098249713
28.5,10.5,90,60,0,30.5,1.5,2.22,-4.14117091222868
28.5,10.5,90,60,0,30.5,1.5,2.24,-3.86555601134845
28.5,10.5,90,60,0,30.5,1.5,2.26,-3.59451695125413
28.5,10.5,90,60,0,30.5,1.5,2.28,-3.33076273698797
28.5,10.5,90,60,0,30.5,1.5,2.32,-2.83768081085741
28.5,10.5,90,60,0,30.5,1.5,2.34,-2.61546409626641
28.5,10.5,90,60,0,30.5,1.5,2.36,-2.41465878780131
28.5,10.5,90,60,0,30.5,1.5,2.38,-2.23936452299523
28.5,10.5,90,60,0,30.5,1.5,2.42,-1.98145972446623
28.5,10.5,90,60,0,30.5,1.5,2.44,-1.90617683939252
28.5,10.5,90,60,0,30.5,1.5,2.46,-1.87060790576165
28.5,10.5,90,60,0,30.5,1.5,2.48,-1.87670418815623
28.5,10.5,90,60,0,30.5,1.5,2.5,-1.92544293704042
28.5,10.5,90,60,0,30.5,1.5,2.52,-2.01671099691896
28.5,10.5,90,60,0,30.5,1.5,2.54,-2.14927947989881
28.5,10.5,90,60,0,30.5,1.5,2.56,-2.32090483992352
28.5,10.5,90,60,0,30.5,1.5,2.58,-2.52851541289707
28.5,10.5,90,60,0,30.5,1.5,2.62,-3.03663872529814
28.5,10.5,90,60,0,30.5,1.5,2.64,-3.32893581589515
28.5,10.5,90,60,0,30.5,1.5,2.66,-3.64119402515362
28.5,10.5,90,60,0,30.5,1.5,2.68,-3.96946339226497
28.5,10.5,90,60,0,30.5,1.5,2.72,-4.65970591635597
28.5,10.5,90,60,0,30.5,1.5,2.74,-5.01538568146279
28.5,10.5,90,60,0,30.5,1.5,2.76,-5.37451051410372
28.5,10.5,90,60,0,30.5,1.5,2.78,-5.73481690258565
28.5,10.5,90,60,0,30.5,1.5,2.82,-6.45144850094298
28.5,10.5,90,60,0,30.5,1.5,2.84,-6.80467108172923
28.5,10.5,90,60,0,30.5,1.5,2.86,-7.15279864628008
28.5,10.5,90,60,0,30.5,1.5,2.88,-7.494781835445
28.5,10.5,90,60,0,30.5,1.5,2.92,-8.15680509989446
28.5,10.5,90,60,0,30.5,1.5,2.94,-8.47535272421725
28.5,10.5,90,60,0,30.5,1.5,2.96,-8.78472367645491
28.5,10.5,90,60,0,30.5,1.5,2.98,-9.08433233045443
27,10.5,180,60,0,28,1.5,2.5,-0.929742363075035
27,10.5,180,60,1,28,1.5,2.5,-0.929742363075032
27,10.5,180,60,2,28,1.5,2.5,-0.929742363075034
27,10.5,180,60,3,28,1.5,2.5,-0.92974236307503
27,10.5,180,60,4,28,1.5,2.5,-0.929742363075031
27,10.5,180,60,5,28,1.5,2.5,-0.929742363075033
27,10.5,180,60,0,28.5,1.5,2.5,-0.904622455867226
28.5,10.5,180,60,0,30.5,1.5,2.02,-7.27502226247824
28.5,10.5,180,60,0,30.5,1.5,2.04,-6.92244123305488
28.5,10.5,180,60,0,30.5,1.5,2.06,-6.56367689805216
28.5,10.5,180,60,0,30.5,1.5,2.08,-6.19966923995868
28.5,10.5,180,60,0,30.5,1.5,2.12,-5.46011975861702
28.5,10.5,180,60,0,30.5,1.5,2.14,-5.08694168027948
28.5,10.5,180,60,0,30.5,1.5,2.16,-4.71328588734104
28.5,10.5,180,60,0,30.5,1.5,2.18,-4.34069196815898
28.5,10.5,180,60,0,30.5,1.5,2.22,-3.60582056057999
28.5,10.5,180,60,0,30.5,1.5,2.24,-3.24768491264736
28.5,10.5,180,60,0,30.5,1.5,2.26,-2.89895519836224
28.5,10.5,180,60,0,30.5,1.5,2.28,-2.56240898109945
28.5,10.5,180,60,0,30.5,1.5,2.32,-1.93856745858353
28.5,10.5,180,60,0,30.5,1.5,2.34,-1.65838783003324
28.5,10.5,180,60,0,30.5,1.5,2.36,-1.40453679541358
28.5,10.5,180,60,0,30.5,1.5,2.38,-1.18107710314321
28.5,10.5,180,60,0,30.5,1.5,2.42,-0.841297294816395
28.5,10.5,180,60,0,30.5,1.5,2.44,-0.732204245925779
28.5,10.5,180,60,0,30.5,1.5,2.46,-0.667510007202167
28.5,10.5,180,60,0,30.5,1.5,2.48,-0.649119067269119
28.5,10.5,180,60,0,30.5,1.5,2.5,-0.67796722028691
28.5,10.5,180,60,0,30.5,1.5,2.52,-0.753905827272183
28.5,10.5,180,60,0,30.5,1.5,2.54,-0.875677188161908
28.5,10.5,180,60,0,30.5,1.5,2.56,-1.04101599979893
28.5,10.5,180,60,0,30.5,1.5,2.58,-1.24683558931939
28.5,10.5,180,60,0,30.5,1.5,2.62,-1.7648349738522
28.5,10.5,180,60,0,30.5,1.5,2.64,-2.06879807963606
28.5,10.5,180,60,0,30.5,1.5,2.66,-2.39721366044348
28.5,10.5,180,60,0,30.5,1.5,2.68,-2.7461394778997
28.5,10.5,180,60,0,30.5,1.5,2.72,-3.49122853254467
28.5,10.5,180,60,0,30.5,1.5,2.74,-3.88111486566684
28.5,10.5,180,60,0,30.5,1.5,2.76,-4.27897608196821
28.5,10.5,180,60,0,30.5,1.5,2.78,-4.68255031550147
28.5,10.5,180,60,0,30.5,1.5,2.82,-5.49929544013728
28.5,10.5,180,60,0,30.5,1.5,2.84,-5.90934171969758
28.5,10.5,180,60,0,30.5,1.5,2.86,-6.31877903582543
28.5,10.5,180,60,0,30.5,1.5,2.88,-6.72652961990833
28.5,10.5,180,60,0,30.5,1.5,2.92,-7.53329797731001
28.5,10.5,180,60,0,30.5,1.5,2.94,-7.93070291689871
28.5,10.5,180,60,0,30.5,1.5,2.96,-8.32312679572371
28.5,10.5,180,60,0,30.5,1.5,2.98,-8.70981150350932
27,10.5,270,60,0,28,1.5,2.5,-1.99478406639798
27,10.5,270,60,1,28,1.5,2.5,-1.99478406639798
27,10.5,270,60,2,28,1.5,2.5,-1.99478406639798
27,10.5,270,60,3,28,1.5,2.5,-1.99478406639798
27,10.5,270,60,4,28,1.5,2.5,-1.99478406639798
27,10.5,270,60,5,28,1.5,2.5,-1.99478406639798
27,10.5,270,60,0,28.5,1.5,2.5,-1.82915997965385
28.5,10.5,270,60,0,30.5,1.5,2.02,-5.91930632476132
28.5,10.5,270,60,0,30.5,1.5,2.04,-5.7055023630746
28.5,10.5,270,60,0,30.5,1.5,2.06,-5.48630557413774
28.5,10.5,270,60,0,30.5,1.5,2.08,-5.26222431952397
28.5,10.5,270,60,0,30.5,1.5,2.12,-4.80193341802619
28.5,10.5,270,60,0,30.5,1.5,2.14,-4.56729022312987
28.5,10.5,270,60,0,30.5,1.5,2.16,-4.33094035052558
28.5,10.5,270,60,0,30.5,1.5,2.18,-4.09407636966328
28.5,10.5,270,60,0,30.5,1.5,2.22,-3.62467410577479
28.5,10.5,270,60,0,30.5,1.5,2.24,-3.3957115602533
28.5,10.5,270,60,0,30.5,1.5,2.26,-3.17344770456
28.5,10.5,270,60,0,30.5,1.5,2.28,-2.96044348795707
28.5,10.5,270,60,0,30.5,1.5,2.32,-2.5741739756228
28.5,10.5,270,60,0,30.5,1.5,2.34,-2.4077136625249
28.5,10.5,270,60,0,30.5,1.5,2.36,-2.26403339321082
28.5,10.5,270,60,0,30.5,1.5,2.38,-2.14709280175752
28.5,10.5,270,60,0,30.5,1.5,2.42,-2.0090699554157
28.5,10.5,270,60,0,30.5,1.5,2.44,-1.99508994295522
28.5,10.5,270,60,0,30.5,1.5,2.46,-2.02160430490479
28.5,10.5,270,60,0,30.5,1.5,2.48,-2.09048727538242
28.5,10.5,270,60,0,30.5,1.5,2.5,-2.20265514023905
28.5,10.5,270,60,0,30.5,1.5,2.52,-2.35795020967881
28.5,10.5,270,60,0,30.5,1.5,2.54,-2.55511621886303
28.5,10.5,270,60,0,30.5,1.5,2.56,-2.79189987871006
28.5,10.5,270,60,0,30.5,1.5,2.58,-3.0652376644097
28.5,10.5,270,60,0,30.5,1.5,2.62,-3.70664948619458
28.5,10.5,270,60,0,30.5,1.5,2.64,-4.0666205085531
28.5,10.5,270,60,0,30.5,1.5,2.66,-4.44734896479787
28.5,10.5,270,60,0,30.5,1.5,2.68,-4.84499469701904
28.5,10.5,270,60,0,30.5,1.5,2.72,-5.67726726595294
28.5,10.5,270,60,0,30.5,1.5,2.74,-6.10594432011711
28.5,10.5,270,60,0,30.5,1.5,2.76,-6.5396629852032
28.5,10.5,270,60,0,30.5,1.5,2.78,-6.97640281016676
28.5,10.5,270,60,0,30.5,1.5,2.82,-7.85255075612702
28.5,10.5,270,60,0,30.5,1.5,2.84,-8.28950422575337
28.5,10.5,270,60,0,30.5,1.5,2.86,-8.72449971431524
28.5,10.5,270,60,0,30.5,1.5,2.88,-9.15689695688968
28.5,10.5,270,60,0,30.5,1.5,2.92,-10.0121856273382
28.5,10.5,270,60,0,30.5,1.5,2.94,-10.4345569517738
28.5,10.5,270,60,0,30.5,1.5,2.96,-10.8532332037476
28.5,10.5,270,60,0,30.5,1.5,2.98,-11.2681639349308
27,10.5,360,60,0,28,1.5,2.5,-0.922119487434175
27,10.5,360,60,1,28,1.5,2.5,-0.922119487434174
27,10.5,360,60,2,28,1.5,2.5,-0.922119487434177
27,10.5,360,60,3,28,1.5,2.5,-0.922119487434174
27,10.5,360,60,4,28,1.5,2.5,-0.922119487434174
27,10.5,360,60,5,28,1.5,2.5,-0.922119487434176
27,10.5,360,60,0,28.5,1.5,2.5,-0.95188891878284
28.5,10.5,360,60,0,30.5,1.5,2.02,-7.54128575144193
28.5,10.5,360,60,0,30.5,1.5,2.04,-7.17511660550031
28.5,10.5,360,60,0,30.5,1.5,2.06,-6.80330368578575
28.5,10.5,360,60,0,30.5,1.5,2.08,-6.42674266363269
28.5,10.5,360,60,0,30.5,1.5,2.12,-5.6634177354437
28.5,10.5,360,60,0,30.5,1.5,2.14,-5.27894929993584
28.5,10.5,360,60,0,30.5,1.5,2.16,-4.89436119014196
28.5,10.5,360,60,0,30.5,1.5,2.18,-4.51116576441806
28.5,10.5,360,60,0,30.5,1.5,2.22,-3.75598782823261
28.5,10.5,360,60,0,30.5,1.5,2.24,-3.38810422690114
28.5,10.5,360,60,0,30.5,1.5,2.26,-3.02987143088996
28.5,10.5,360,60,0,30.5,1.5,2.28,-2.68405024116621
28.5,10.5,360,60,0,30.5,1.5,2.32,-2.04228392495332
28.5,10.5,360,60,0,30.5,1.5,2.34,-1.7534284943487
28.5,10.5,360,60,0,30.5,1.5,2.36,-1.49107752594818
28.5,10.5,360,60,0,30.5,1.5,2.38,-1.25928374017789
28.5,10.5,360,60,0,30.5,1.5,2.42,-0.903298382388197
28.5,10.5,360,60,0,30.5,1.5,2.44,-0.786318336207808
28.5,10.5,360,60,0,30.5,1.5,2.46,-0.713871566468246
28.5,10.5,360,60,0,30.5,1.5,2.48,-0.687856513932043
28.5,10.5,360,60,0,30.5,1.5,2.5,-0.709203178824386
28.5,10.5,360,60,0,30.5,1.5,2.52,-0.777757330419171
28.5,10.5,360,60,0,30.5,1.5,2.54,-0.89225613268254
28.5,10.5,360,60,0,30.5,1.5,2.56,-1.05042917137889
28.5,10.5,360,60,0,30.5,1.5,2.58,-1.24918479270442
28.5,10.5,360,60,0,30.5,1.5,2.62,-1.75334093820084
28.5,10.5,360,60,0,30.5,1.5,2.64,-2.0505143395629
28.5,10.5,360,60,0,30.5,1.5,2.66,-2.37222055918152
28.5,10.5,360,60,0,30.5,1.5,2.68,-2.71451141248122
28.5,10.5,360,60,0,30.5,1.5,2.72,-3.44652712853495
28.5,10.5,360,60,0,30.5,1.5,2.74,-3.82996034686139
28.5,10.5,360,60,0,30.5,1.5,2.76,-4.2214134836141
28.5,10.5,360,60,0,30.5,1.5,2.78,-4.61861596952613
28.5,10.5,360,60,0,30.5,1.5,2.82,-5.42268995836148
28.5,10.5,360,60,0,30.5,1.5,2.84,-5.82641918391339
28.5,10.5,360,60,0,30.5,1.5,2.86,-6.2295421303825
28.5,10.5,360,60,0,30.5,1.5,2.88,-6.63097830720504
28.5,10.5,360,60,0,30.5,1.5,2.92,-7.42515467023408
28.5,10.5,360,60,0,30.5,1.5,2.94,-7.81635563500694
28.5,10.5,360,60,0,30.5,1.5,2.96,-8.20276914646653
28.5,10.5,360,60,0,30.5,1.5,2.98,-8.58388252611835
27,10.5,0,90,0,28,1.5,2.5,-4.79237499904876
27,10.5,0,90,1,28,1.5,2.5,-4.79237499904876
27,10.5,0,90,2,28,1.5,2.5,-4.79237499904876
27,10.5,0,90,3,28,1.5,2.5,-4.79237499904876
27,10.5,0,90,4,28,1.5,2.5,-4.79237499904876
27,10.5,0,90,5,28,1.5,2.5,-4.79237499904876
27,10.5,0,90,0,28.5,1.5,2.5,-4.86888157217082
28.5,10.5,0,90,0,30.5,1.5,2.02,-13.7390145822673
28.5,10.5,0,90,0,30.5,1.5,2.04,-13.2061425699607
28.5,10.5,0,90,0,30.5,1.5,2.06,-12.6711419637463
28.5,10.5,0,90,0,30.5,1.5,2.08,-12.1353296645997
28.5,10.5,0,90,0,30.5,1.5,2.12,-11.0664955272194
28.5,10.5,0,90,0,30.5,1.5,2.14,-10.5361445415116
28.5,10.5,0,90,0,30.5,1.5,2.16,-10.0103824968983
28.5,10.5,0,90,0,30.5,1.5,2.18,-9.49074070205545
28.5,10.5,0,90,0,30.5,1.5,2.22,-8.47668632870838
28.5,10.5,0,90,0,30.5,1.5,2.24,-7.98619366160704
28.5,10.5,0,90,0,30.5,1.5,2.26,-7.50973550048422
28.5,10.5,0,90,0,30.5,1.5,2.28,-7.04991802897182
28.5,10.5,0,90,0,30.5,1.5,2.32,-6.19215340995264
28.5,10.5,0,90,0,30.5,1.5,2.34,-5.80092401644384
28.5,10.5,0,90,0,30.5,1.5,2.36,-5.43969173158998
28.5,10.5,0,90,0,30.5,1.5,2.38,-5.1123130348501
28.5,10.5,0,90,0,30.5,1.5,2.42,-4.57426507247726
28.5,10.5,0,90,0,30.5,1.5,2.44,-4.37042267125358
28.5,10.5,0,90,0,30.5,1.5,2.46,-4.21364321584184
28.5,10.5,0,90,0,30.5,1.5,2.48,-4.10564445413838
28.5,10.5,0,90,0,30.5,1.5,2.5,-4.0471815399222
28.5,10.5,0,90,0,30.5,1.5,2.52,-4.03793213417969
28.5,10.5,0,90,0,30.5,1.5,2.54,-4.07647193296889
28.5,10.5,0,90,0,30.5,1.5,2.56,-4.16037627002878
28.5,10.5,0,90,0,30.5,1.5,2.58,-4.28640646393642
28.5,10.5,0,90,0,30.5,1.5,2.62,-4.64919051436462
28.5,10.5,0,90,0,30.5,1.5,2.64,-4.87746057648629
28.5,10.5,0,90,0,30.5,1.5,2.66,-5.13129344741887
28.5,10.5,0,90,0,30.5,1.5,2.68,-5.40663165358326
28.5,10.5,0,90,0,30.5,1.5,2.72,-6.00710707010833
28.5,10.5,0,90,0,30.5,1.5,2.74,-6.32577411066827
28.5,10.5,0,90,0,30.5,1.5,2.76,-6.65302545043387
28.5,10.5,0,90,0,30.5,1.5,2.78,-6.98652258563892
28.5,10.5,0,90,0,30.5,1.5,2.82,-7.66445000519848
28.5,10.5,0,90,0,30.5,1.5,2.84,-8.00564969767537
28.5,10.5,0,90,0,30.5,1.5,2.86,-8.34656353955335
28.5,10.5,0,90,0,30.5,1.5,2.88,-8.68609283670408
28.5,10.5,0,90,0,30.5,1.5,2.92,-9.3573397621155
28.5,10.5,0,90,0,30.5,1.5,2.94,-9.68753036101802
28.5,10.5,0,90,0,30.5,1.5,2.96,-10.0132534755113
28.5,10.5,0,90,0,30.5,1.5,2.98,-10.3340044131501
27,10.5,90,90,0,28,1.5,2.5,-7.52846252972514
27,10.5,90,90,1,28,1.5,2.5,-7.52846252972514
27,10.5,90,90,2,28,1.5,2.5,-7.52846252972514
27,10.5,90,90,3,28,1.5,2.5,-7.52846252972514
27,10.5,90,90,4,28,1.5,2.5,-7.52846252972514
27,10.5,90,90,5,28,1.5,2.5,-7.52846252972514
27,10.5,90,90,0,28.5,1.5,2.5,-7.53172376567617
28.5,10.5,90,90,0,30.5,1.5,2.02,-8.99300961780328
28.5,10.5,90,90,0,30.5,1.5,2.04,-8.89406814970842
28.5,10.5,90,90,0,30.5,1.5,2.06,-8.79207977460934
28.5,10.5,90,90,0,30.5,1.5,2.08,-8.68726232475764
28.5,10.5,90,90,0,30.5,1.5,2.12,-8.47032979015055
28.5,10.5,90,90,0,30.5,1.5,2.14,-8.35903255949871
28.5,10.5,90,90,0,30.5,1.5,2.16,-8.24659262121422
28.5,10.5,90,90,0,30.5,1.5,2.18,-8.1337611636148
28.5,10.5,90,90,0,30.5,1.5,2.22,-7.91093187220127
28.5,10.5,90,90,0,30.5,1.5,2.24,-7.80354683780515
28.5,10.5,90,90,0,30.5,1.5,2.26,-7.70106708144879
28.5,10.5,90,90,0,30.5,1.5,2.28,-7.60556177221547
28.5,10.5,90,90,0,30.5,1.5,2.32,-7.44549961843296
28.5,10.5,90,90,0,30.5,1.5,2.34,-7.38681125458823
28.5,10.5,90,90,0,30.5,1.5,2.36,-7.34675482277282
28.5,10.5,90,90,0,30.5,1.5,2.38,-7.32887442137399
28.5,10.5,90,90,0,30.5,1.5,2.42,-7.37376819643958
28.5,10.5,90,90,0,30.5,1.5,2.44,-7.44297415873137
28.5,10.5,90,90,0,30.5,1.5,2.46,-7.54677702131201
28.5,10.5,90,90,0,30.5,1.5,2.48,-7.6868177767554
28.5,10.5,90,90,0,30.5,1.5,2.5,-7.86382550504179
28.5,10.5,90,90,0,30.5,1.5,2.52,-8.07750477094552
28.5,10.5,90,90,0,30.5,1.5,2.54,-8.32651293681206
28.5,10.5,90,90,0,30.5,1.5,2.56,-8.60856438649683
28.5,10.5,90,90,0,30.5,1.5,2.58,-8.92061923470988
28.5,10.5,90,90,0,30.5,1.5,2.62,-9.62019217160356
28.5,10.5,90,90,0,30.5,1.5,2.64,-9.99994084053191
28.5,10.5,90,90,0,30.5,1.5,2.66,-10.3945615366787
28.5,10.5,90,90,0,30.5,1.5,2.68,-10.8005192375976
28.5,10.5,90,90,0,30.5,1.5,2.72,-11.6341416733873
28.5,10.5,90,90,0,30.5,1.5,2.74,-12.0566954269755
28.5,10.5,90,90,0,30.5,1.5,2.76,-12.4803742161795
28.5,10.5,90,90,0,30.5,1.5,2.78,-12.9036477562323
28.5,10.5,90,90,0,30.5,1.5,2.82,-13.7445795454925
28.5,10.5,90,90,0,30.5,1.5,2.84,-14.1607590764785
28.5,10.5,90,90,0,30.5,1.5,2.86,-14.5734748199838
28.5,10.5,90,90,0,30.5,1.5,2.88,-14.9824788026404
28.5,10.5,90,90,0,30.5,1.5,2.92,-15.7888155076896
28.5,10.5,90,90,0,30.5,1.5,2.94,-16.1859418588244
28.5,10.5,90,90,0,30.5,1.5,2.96,-16.5788253838883
